Text	TrueLabel	PredictedLabels(Top-5)
making america great again one 'thumps up' at a time ,…	11 🇺🇸	['🇺🇸', '😊', '😁', '😎', '😜']
-is it summer yet! wilshire beverly hills (a four…	12 ☀	['☀', '😎', '📷', '📸', '✨']
final heat of our adult easter egg hunt popped off!!! and why is thor screaming like a girl???! …	3 😂	['😂', '😜', '😉', '📸', '🔥']
there's a lady who's sure all that glitters is gold lights…	13 ✨	['✨', '😁', '😉', '💯', '😂']
it's about to get lit!!!!!! is celebrating her with the tomorrow…	7 🔥	['💕', '💜', '😁', '❤', '💙']
my date for the night ️ 's crab shack official page	9 ❤	['🔥', '😘', '😍', '✨', '😉']
foothill water polo club! red san diego county cup 2016 sports fitness &…	9 ❤	['💯', '😂', '📷', '😁', '😜']
long over due family reunion!! love my family! ️ ️ , massachusetts	9 ❤	['❤', '💕', '😘', '💜', '💙']
thank you , illinois	9 ❤	['😘', '😊', '❤', '💕', '💜']
one of the nicest, coolest, most talented guys on the planet!! love you …	9 ❤	['❤', '💕', '😘', '💜', '😍']
he's so silly community church	0 😜	['😜', '💜', '😊', '❤', '😁']
we love happy customers ......it is the last day to come enjoy bbq goods on the midway!…	9 ❤	['❤', '😘', '💜', '💕', '💙']
wildey theatre	13 ✨	['💜', '😍', '😁', '❤', '✨']
i'm raleigh glad i got to see my best friend this weekend carolina state university	9 ❤	['💕', '💜', '💙', '😜', '❤']
moonwalking : fillmore charlotte	6 📷	['💜', '🔥', '😊', '😂', '✨']
childhood memories ('s breadbasket bakery & more in chesapeake, va)	17 😊	['📷', '❤', '😍', '💜', '💕']
love these two! heather.ellis.23	9 ❤	['❤', '💕', '😘', '💜', '💙']
shades of gray for brunch and window shopping with friends...hope you had a great saturday/ …	6 📷	['😊', '😎', '😁', '😉', '📷']
・・・when they tell you they have the same prices as ! …	3 😂	['😂', '📸', '😜', '😁', '😉']
last night we danced the mlschade movements for forum	7 🔥	['🔥', '✨', '😜', '📷', '💕']
squaaaad! and i are located right between becca and evan …	3 😂	['😂', '🔥', '😉', '💯', '😎']
it's goin down at the libertine on 8/24 at 8 pm. high level ent. & dj outta pocket present …	7 🔥	['💯', '💙', '💜', '🔥', '😎']
terrific tuesday everyone …	8 😘	['📸', '😎', '💯', '🔥', '😜']
we're puppy sitting this furball. say hello to sunshine!! …	12 ☀	['😂', '😁', '😎', '😉', '😍']
chicks still won't tell their ugly friend she ugly ....but all of a sudden ...i'm gross	3 😂	['😂', '💕', '😜', '💜', '❤']
️ ️ ️ ️ ️ 'n shake	9 ❤	['😁', '😜', '💜', '😍', '🔥']
i love him so much. aquarium	17 😊	['❤', '💕', '😘', '💜', '💙']
moroccan rugs …	2 😍	['😜', '📸', '😍', '😂', '😉']
your right now doesn't have to be your future.	13 ✨	['😂', '🔥', '😉', '💯', '😎']
loved it here francisco, california	2 😍	['📸', '📷', '💙', '✨', '💜']
oh, i forgot it's xmas! it happens!	5 🎄	['😉', '😂', '😊', '😍', '📸']
love the holidays c. saltmarsh, realtor	2 😍	['❤', '💕', '😘', '💜', '💙']
chicken sliders reallly smackin on this side lounge	7 🔥	['🔥', '💯', '😘', '📷', '😜']
got him out here cuffing bragging and shit ️ la, los…	9 ❤	['😂', '💯', '😜', '🔥', '😉']
i am having the time of my life studios florida	13 ✨	['😜', '😎', '✨', '😁', '💯']
me and my girls ali_manion & look like at . just missing the globetrotter…	7 🔥	['😂', '😉', '😜', '😍', '📸']
swear he jezzy , mississippi	3 😂	['😂', '💯', '😎', '✨', '🔥']
"she was my most special friend" ️ college	9 ❤	['😊', '❤', '💙', '💯', '💕']
by in full "elle" effect - enhance your life - the elle edwards experience …	1 📸	['💯', '✨', '😜', '💕', '❤']
i don't know if your all aware but the boy just dropped some new i got the…	7 🔥	['😉', '😜', '😂', '💯', '🔥']
when you and the brother slaying at beer pong. memories	4 😉	['💯', '💙', '💜', '❤', '💕']
calves are stubborn as can be. jerks …	16 😎	['😜', '📸', '😍', '😂', '😉']
this might have been my favorite day off yet. the pacific coast is so beautiful. ( :…	6 📷	['😊', '😁', '💜', '☀', '❤']
now booking 2018/2019 ️open house this sunday! 11am-2pm no appointment needed …	9 ❤	['😜', '😊', '🇺🇸', '😎', '😂']
bedlam!!! pickens stadium	9 ❤	['💙', '💜', '❤', '😉', '💯']
all is right in my world thanx to my crystals ,…	10 😁	['😂', '✨', '😉', '😍', '🔥']
can't wait for our bff day tomorrow run	9 ❤	['😁', '😊', '😎', '☀', '💙']
finally my beautiful baby sister novalee maeann walker is here, my heart is so happy …	9 ❤	['❤', '😘', '💙', '💜', '💕']
that's real repost from using repostregramapp -	3 😂	['💯', '😉', '📷', '😂', '✨']
can't believe you're leaving me in 2 weeks! i love you twin …	15 💕	['❤', '💕', '😘', '💜', '😍']
first cocktail to a splendid night out w team eater video	2 😍	['🔥', '✨', '💯', '📷', '😜']
photo shoot pictures of the lovely and talented check out and follow my…	14 💙	['📸', '📷', '🔥', '💯', '😁']
dinner at 7 means dinner at like 9	3 😂	['😂', '😉', '😜', '😍', '😊']
such a cool tea cup! but hard to drink out of i might have a tea obsession …	3 😂	['😎', '😁', '😜', '😉', '📸']
i think he's feeling himself ... angeles, california	3 😂	['📸', '📷', '😂', '✨', '😎']
stars can't shine without darkness at waterplace	13 ✨	['✨', '☀', '📸', '😎', '😁']
something i haven't done in 20+ years... i checked out actual paper from the	0 😜	['📸', '😉', '😁', '✨', '☀']
york - new york hotel & casino las vegas	9 ❤	['✨', '📸', '😍', '📷', '😎']
good morning, ! let's make it a great day. ( by , florida	1 📸	['😊', '☀', '😁', '😎', '💯']
"where do i go?" from "hair" is stuck in my head and i remembered this picture. :…	6 📷	['😂', '😜', '💯', '☀', '😎']
the blacwear way by zackclyburn , illinois	1 📸	['💯', '✨', '😉', '😂', '📸']
perfect friday afternoon for sup yoga …	16 😎	['📷', '✨', '😊', '🔥', '😎']
super cool gap filler i got today. no more weird gap! monarch tattoo	10 😁	['😎', '😂', '😜', '😉', '😊']
you 2 have a happy!!!!!	8 😘	['😜', '📸', '😍', '😂', '😉']
enjoying the midday sun! •••ford …	12 ☀	['☀', '😊', '😎', '💕', '😁']
kawigirl82 i really love my glass...many thanks	8 😘	['😘', '❤', '💕', '💜', '😍']
what a weekend 's off-road park	0 😜	['📷', '📸', '😎', '❤', '😊']
happy birthday throw back to our fave place in the…	2 😍	['😘', '😊', '🇺🇸', '❤', '💕']
street	11 🇺🇸	['📸', '🔥', '😎', '📷', '❤']
i have the sweetest friends in the world! ️ i accidentally left my show id with	9 ❤	['💕', '💜', '😊', '❤', '💙']
landscape, abstracted : of fine arts, boston	6 📷	['😍', '😊', '😎', '☀', '💙']
moskomoto showing some of their products at the 2016 east // : •…	1 📸	['📷', '🔥', '💯', '📸', '✨']
made some new friends while shopping for bird food/treats! ️ 's exotic birds	9 ❤	['✨', '😍', '🔥', '😜', '📸']
x albums on the way drive - south…	7 🔥	['😉', '😂', '💯', '✨', '😊']
available tomorrow!! no prescription necessary:the is about to begin. get…	13 ✨	['✨', '🔥', '📷', '😎', '😍']
feesey wonder angeles, california	16 😎	['📸', '📷', '✨', '😎', '💙']
when we in the city, they don't want problems village…	19 💯	['😉', '😂', '😜', '✨', '😎']
i love you fareal no matter what people tell you about me state university	2 😍	['💕', '❤', '💜', '💙', '😘']
got this bad boy in the mail today! so excited to be adding this surfing pikachu to my…	2 😍	['😜', '😂', '😉', '😁', '💙']
i don't know who wrote this, but i needed this today thank you for giving me a little…	9 ❤	['😉', '😁', '😊', '😘', '💯']
thankful for a husband who loves traveling as much as i do ,…	16 😎	['💕', '❤', '💙', '😍', '💜']
bae. thanks to and 29rooms for a great event last night	15 💕	['😘', '😊', '😁', '🔥', '💕']
: : in front of luxor hotel, las vegas usa. in the background is…	11 🇺🇸	['😁', '😎', '😉', '🔥', '💜']
the best recreation of my finisher drop set that i could compile in 60 seconds .stronger…	3 😂	['💕', '💜', '💙', '😘', '🔥']
i get to order from this now. …	3 😂	['💯', '😁', '✨', '💜', '😍']
saturday, july 22nd & is bringing you " "…	13 ✨	['🇺🇸', '🔥', '✨', '😘', '📸']
a quick with my brothers. it's been several weeks since i've seen them. most definitely miss…	1 📸	['😉', '😂', '😍', '😜', '😁']
bryson is always ... well almost always he let one slip by, but hey ain't…	3 😂	['😉', '😜', '😎', '📸', '😂']
my fiancé is more attractive than yours! i love my new polaroid_zip snapped this shot at…	2 😍	['❤', '😍', '💕', '😘', '💜']
my job doesn't suck . …	3 😂	['😂', '💯', '😉', '❤', '😁']
we love helping families create memories on the beautiful rivers of oregon. …	9 ❤	['❤', '💕', '😍', '😘', '💜']
it's getting close sports institute	10 😁	['😁', '😊', '😎', '📷', '😂']
wore my evie blue last night to support one of my best friends you play the…	14 💙	['💙', '💕', '💜', '❤', '✨']
. rodeo drive	11 🇺🇸	['✨', '😊', '😂', '😉', '🇺🇸']
million dollar mood …	17 😊	['😎', '😂', '💯', '📸', '😁']
and the oscar goes to...... earth	1 📸	['✨', '💜', '😊', '😂', '😍']
dinner with my ️	9 ❤	['😍', '😊', '😘', '😉', '❤']
thanks to all the great listeners & race fans who kept me company on air til 1 a.m. last night!	16 😎	['😘', '😁', '😊', '😉', '💜']
first of many christmas's together , new york	5 🎄	['✨', '📸', '😍', '📷', '🔥']
i said she can't be smart kuz smart girls talk back	3 😂	['😂', '💕', '💜', '❤', '😍']
still my favorite , georgia	2 😍	['💙', '😍', '❤', '💕', '✨']
no filter needed inner harbor	2 😍	['😍', '😎', '💯', '💙', '☀']
university	7 🔥	['💙', '💯', '💕', '💜', '😜']
a little tied up today …	3 😂	['😁', '😊', '😍', '😉', '✨']
lunch to kick off our day street	2 😍	['😁', '😎', '😊', '☀', '📷']
3 generations... , missouri	15 💕	['💜', '💯', '😜', '📷', '😁']
this year's 2017 wcq mat! so sexy e. stephens convention center	2 😍	['😉', '😍', '🔥', '❤', '🇺🇸']
enjoying the sun at bon odori with my boo boo! ️ bon odori	9 ❤	['☀', '😘', '😎', '😁', '💜']
gold rush one of the best part of the game …	4 😉	['💙', '💕', '💜', '😍', '❤']
merry christmas nanay and tatay. miss you lots!! love ️ you!!!!	9 ❤	['🎄', '❤', '😘', '💕', '💜']
wakeup drinks work, music, workout &…	19 💯	['😜', '🔥', '😉', '😂', '😁']
it's always a good time when jen and hayley make an appearance of…	9 ❤	['😊', '😁', '😎', '😜', '💯']
hmmm....grande nachos in the capital city! when in d.c., go nats ️. don't worry cubbies fans, i…	9 ❤	['😉', '😜', '😁', '📷', '✨']
we'll see, she'll try	17 😊	['😂', '😉', '🔥', '💯', '😍']
️ ganging ️ 's home of the cream team barbers	9 ❤	['💙', '😊', '❤', '😍', '😉']
always happy when i'm with you reservoir	18 💜	['🇺🇸', '😘', '😊', '💜', '❤']
bass. master. let me tell ya. caught a bunch of these itty bitty baby bass today on a rooster…	3 😂	['😂', '😁', '😉', '💙', '😍']
2nd place congratulations my boy!! proud of you no matter what.…	10 😁	['💜', '💕', '💙', '😍', '❤']
"cowabunga!" a great way to start off this fouth of july holiday…	9 ❤	['🇺🇸', '😊', '😉', '😁', '💯']
changing my last name to myers …	19 💯	['📸', '😎', '🇺🇸', '☀', '✨']
took class for the first time today	13 ✨	['😁', '😊', '😉', '😎', '😂']
omg this hotel has a doggy concierge!!!! millie "autographed" her card by chewing on it…	2 😍	['😍', '😂', '😊', '💯', '❤']
hot springs-yellowstone national park	11 🇺🇸	['📷', '📸', '🔥', '😎', '🇺🇸']
three weeks tomorrow. i still can't believe how lucky i am. credit…	6 📷	['😍', '💙', '😜', '😉', '❤']
cute little spidey and the bad guy vs bruno, california	10 😁	['😍', '😂', '📸', '📷', '😉']
braidless sewin & natural hair care natural looking healthy hair extensions by tiffan'e…	7 🔥	['😍', '✨', '📸', '😘', '😁']
things that happen when clients think they can touch up their barber last cut.. …	3 😂	['😂', '✨', '😉', '😊', '😁']
: virginia museum of fine arts	6 📷	['😁', '📷', '💯', '😍', '😎']
paulo pascual daily: 90's concert lit w/ my pinsans!..... (07.15.17).....…	7 🔥	['🔥', '💯', '😎', '😁', '😂']
lounge	16 😎	['🔥', '😘', '💯', '😎', '😂']
ed concert was amazing last night be on the lookout for another post with some videos from the…	2 😍	['🔥', '✨', '😍', '😉', '😊']
ky	9 ❤	['😜', '💙', '😁', '💜', '😘']
action shot of my boy straight …	7 🔥	['📸', '📷', '🔥', '💙', '💯']
ready for the photoshoot tonight with my fellow phantom thief! marriott…	2 😍	['🔥', '📸', '😜', '😊', '💯']
which one is your favorite? shycreation_jewelry	13 ✨	['😜', '📸', '😍', '😂', '😉']
the cheshire cat is known for its mischievous grin. : jenvierck …	6 📷	['😂', '😉', '📷', '😍', '💜']
: smilesbysteeve hills, california	1 📸	['📸', '📷', '✨', '😎', '💙']
campfire with good friends! crops	7 🔥	['😊', '☀', '😁', '😎', '😉']
that ky sunset! evansorchardeventbarn …	19 💯	['😜', '💙', '😁', '💜', '😘']
my yearly lovely christmas cards and goodies at work. …	9 ❤	['🎄', '❤', '😊', '😍', '💕']
my son calls me burning godzilla. : dirty 30	1 📸	['🔥', '💜', '😂', '💯', '😊']
